name,anime_debut,manga_debut,affiliation,origin,aliases,height,bounty,dfname,dftype,haoshoku,kenbunshoku,busoshoku,image
Dogra,582.0,493.0,Dadan Family,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/66/Dogra_Portrait.png/revision/latest?cb=20200112090910
Dobby Ibadonbo,531.0,432.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/01/Dobby_Ibadonbo_Portrait.png/revision/latest?cb=20190706065056
Doberman,420.0,302.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4e/Doberman_Portrait.png/revision/latest?cb=20191007061443
Dobon,926.0,919.0,Beasts Pirates,,,,0,,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9a/Dobon_Portrait.png/revision/latest?cb=20200126064903
Doc Q,223.0,146.0,Blackbeard Pirates,North Blue,Death God,342.0,0,Shiku Shiku no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/82/Doc_Q_Portrait.png/revision/latest?cb=20240211030536
Dive,1024.0,1080.0,Kid Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/10/Dive_Portrait.png/revision/latest?cb=20231022033707
Disco,500.0,394.0,Donquixote Doflamingo (former),Grand Line,Walking Super Bazaar,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/94/Disco_Portrait.png/revision/latest?cb=20200504025142
Dirt Boss,326.0,,Ukkari Hot-Spring Island,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/dc/Dirt_Boss_Portrait.png/revision/latest?cb=20140615233736
Diez Barrels,765.0,704.0,Barrels Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a6/Diez_Barrels_Portrait.png/revision/latest?cb=20191007065723
Disc J,1040.0,1079.0,Kid Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2a/Disc_J_Portrait.png/revision/latest?cb=20220414175811
Devil Dias,497.0,391.0,Acumate Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6b/Devil_Dias_Portrait.png/revision/latest?cb=20200504025413
Diesel,827.0,786.0,Big Mom Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/cc/Diesel_Portrait.png/revision/latest?cb=20171119042229
Didit,585.0,496.0,Goa Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b0/Didit_Portrait.png/revision/latest?cb=20200112085239
Den,616.0,534.0,,Grand Line ,,435.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c9/Den_Portrait.png/revision/latest?cb=20190106012553
Denjiro,919.0,909.0,Kozuki Family,Grand Line ,"Kyoshiro,Dozing Kyoshiro",306.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/a/a4/Denjiro_Portrait.png/revision/latest?cb=20210621153234
Demaro Black,598.0,517.0,Fake Straw Hat Crew,East Blue,"Three-Tongued"" Demaro Black",245.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/cb/Demaro_Black_Portrait.png/revision/latest?cb=20200112130528
Diamante,700.0,629.0,Donquixote Pirates,North Blue,,525.0,0,Hira Hira no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/3/30/Diamante_Portrait.png/revision/latest?cb=20190109034959
Delacuaji,551.0,460.0,Subordinate of the Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b9/Delacuaji_Portrait.png/revision/latest?cb=20190823033145
Decalvan Brothers,551.0,460.0,Subordinates of the Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/06/Decalvan_Brothers_Portrait.png/revision/latest?cb=20200327091649
Dellinger,702.0,632.0,Donquixote Pirates,North Blue,,145.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/ed/Dellinger_Portrait.png/revision/latest?cb=20190721162558
Daruma,611.0,530.0,New Fish-Man Pirates,Grand Line ,,122.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a2/Daruma_Portrait.png/revision/latest?cb=20180523103919
Daz Bonez,160.0,103.0,Cross Guild,West Blue,"Mr. 1,The Killer",212.0,75000000,Supa Supa no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/72/Daz_Bonez_Portrait.png/revision/latest?cb=20220807163304
Damask,706.0,652.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/26/Damask_Portrait.png/revision/latest?cb=20141206185152
Daisy,516.0,410.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9c/Daisy_Portrait.png/revision/latest?cb=20190725085906
Daikon,732.0,664.0,Tontatta KingdomScouting UnitStraw Hat Grand Fleet,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/70/Daikon_Portrait.png/revision/latest?cb=20190721122924
Daikoku,931.0,925.0,Beasts Pirates,Wano Country,,436.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/77/Daikoku_Portrait.png/revision/latest?cb=20200420035946
Dalmatian,553.0,462.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/27/Dalmatian_Portrait.png/revision/latest?cb=20191007062358
Daigin,531.0,432.0,Marines,West Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4c/Daigin_Portrait.png/revision/latest?cb=20191007063704
Dalton,132.0,79.0,Sakura Kingdom,Grand Line ,,218.0,0,"Ushi Ushi no Mi, Model: Bison",Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/ad/Dalton_Portrait.png/revision/latest?cb=20200122091545
Daidalos,630.0,550.0,,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/44/Daidalos_Portrait.png/revision/latest?cb=20180325222127
Daddy Dee,79.0,35.0,World Government Orphanage,East Blue ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fa/Daddy_Dee_Portrait.png/revision/latest?cb=20190708115708
Dachoman,940.0,937.0,Beasts Pirates,,,,0,,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/65/Dachoman_Portrait.png/revision/latest?cb=20200816092212
Daifugo,934.0,928.0,Beasts Pirates,,,,0,,Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b2/Daifugo_Portrait.png/revision/latest?cb=20201025134007
D.R.,,,Cyrano,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d0/D.R._Portrait.png/revision/latest?cb=20130520031335
Cyrano,,,D.R.,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4c/Cyrano_Portrait.png/revision/latest?cb=20130519232720
Dagama,704.0,632.0,Prodence Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/64/Dagama_Portrait.png/revision/latest?cb=20190721164718
Curly Dadan,440.0,324.0,Dadan Family,East Blue,,221.0,7800000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d2/Curly_Dadan_Portrait.png/revision/latest?cb=20200112090823
Couran,906.0,884.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/cf/Couran_Portrait.png/revision/latest?cb=20200113052235
Cosmos,516.0,410.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7c/Cosmos_Portrait.png/revision/latest?cb=20190725083610
Crocus,102.0,62.0,"Roger Pirates (former), Laboon",Grand Line,,203.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/60/Crocus_Portrait.png/revision/latest?cb=20181223234039
Crocodile,126.0,76.0,Cross Guild,Grand Line,"Mr. 0,Sir Crocodile",253.0,1965000000,Suna Suna no Mi,Logia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3c/Crocodile_Portrait.png/revision/latest?cb=20220807183756
Curiel,552.0,461.0,Whitebeard Pirates,Grand Line,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1b/Curiel_Portrait.png/revision/latest?cb=20191214030840
Cotton,718.0,648.0,Tontatta Kingdom Scouting Unit,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e8/Cotton_Portrait.png/revision/latest?cb=20190806094640
Cosmo,437.0,,Automata,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c1/Cosmo_Portrait.png/revision/latest?cb=20200110081747
Cosette,839.0,800.0,Germa Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8b/Cosette_Portrait.png/revision/latest?cb=20180704162402
Cornelia,552.0,461.0,Spade Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b1/Cornelia_Portrait.png/revision/latest?cb=20220307022210
Conney,1099.0,,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/66/Conney_Portrait.png/revision/latest?cb=20231126151819
Compo,1040.0,1066.0,Kid Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/50/Compo_Portrait.png/revision/latest?cb=20230702192924
Corgi,328.0,233.0,World Government,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fd/Corgi_Portrait.png/revision/latest?cb=20181008185122
Conis,239.0,154.0,Pumpkin Cafe,Grand Line ,,176.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9b/Conis_Portrait.png/revision/latest?cb=20240224191612
Comil,289.0,421.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e3/Comil_Portrait.png/revision/latest?cb=20191007061216
Concelot,809.0,758.0,Mokomo Dukedom,Grand Line ,,204.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e2/Concelot_Portrait.png/revision/latest?cb=20200915042455
Coribou,600.0,519.0,Caribou Pirates,North Blue,"Blood-Splatterer"" Coribou",250.0,190000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7e/Coribou_Portrait.png/revision/latest?cb=20200314092941
Columbus,906.0,,Yonta Maria Grand Fleet,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fd/Columbus_Portrait.png/revision/latest?cb=20190120060201
Colscon,574.0,,Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c3/Colscon_Portrait.png/revision/latest?cb=20200426061602
Cocox,22.0,18.0,Animals of the Island of Rare Animals,East Blue ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/ca/Cocox_Portrait.png/revision/latest?cb=20200112101151
Clapp,1095.0,,,South Blue ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9e/Clapp_Portrait.png/revision/latest?cb=20231015155250
Cocoa,598.0,518.0,Fake Straw Hat Crew,East Blue,,138.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c7/Cocoa_Portrait.png/revision/latest?cb=20200112121909
Coburn,288.0,187.0,Shandia,Jaya,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/27/Coburn_Portrait.png/revision/latest?cb=20190517043556
Clover,391.0,275.0,Ohara Scholars,West Blue ,,172.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8c/Clover_Portrait.png/revision/latest?cb=20200420082325
Clione,810.0,757.0,Heart Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6a/Clione_Portrait.png/revision/latest?cb=20190804051844
Chuji,1034.0,1061.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/ab/Chuji_Portrait.png/revision/latest?cb=20230507034611
Chuchun,306.0,209.0,Foxy Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/67/Chuchun_Portrait.png/revision/latest?cb=20141206182400
Chouchou,12.0,6.0,Hocker,East Blue ,,40.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/52/Chouchou_Portrait.png/revision/latest?cb=20200105082049
Chome,931.0,925.0,Beasts Pirates,Wano Country,,150.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8e/Chome_Portrait.png/revision/latest?cb=20200323065359
Choi,555.0,464.0,Ally of the Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2c/Choi_Portrait.png/revision/latest?cb=20200622063701
Choco Police,827.0,786.0,Cacao Island,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8f/Choco_Police_Portrait.png/revision/latest?cb=20180722044324
Chocho,921.0,912.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/73/Chocho_Portrait.png/revision/latest?cb=20210630170832
Cho,952.0,946.0,,,Moonflower O-Cho,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b2/Cho_Portrait.png/revision/latest?cb=20211031182102
Chiya,287.0,187.0,Shandia,Jaya,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/86/Chiya_Portrait.png/revision/latest?cb=20190517042920
Chihaya,919.0,909.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/67/Chihaya_Portrait.png/revision/latest?cb=20211213183131
Chimney,322.0,229.0,Kokoro,Grand Line ,,115.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4b/Chimney_Portrait.png/revision/latest?cb=20210612104126
Chicory,738.0,672.0,Tontatta Tribe,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/42/Chicory_Portrait.png/revision/latest?cb=20231027212615
Chicken,1.0,505.0,,East Blue ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/de/Chicken_Portrait.png/revision/latest?cb=20200112090105
Chichilisia,879.0,,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2e/Chichilisia_Portrait.png/revision/latest?cb=20190114034749
Chew,69.0,31.0,Arlong Pirates,Grand Line ,,257.0,5500000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e8/Chew_Portrait.png/revision/latest?cb=20191225100705
Chinjao,704.0,632.0,Chinjao Family,West Blue ,"Don Chinjao,Chinjao the Drill",520.0,542000000,,,True,True,True,https://static.wikia.nocookie.net/onepiece/images/f/fa/Chinjao_Portrait.png/revision/latest?cb=20200605012533
Chessmarimo,147.0,87.0,"Bliking Pirates, Drum Kingdom",,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f6/Chessmarimo_Portrait.png/revision/latest?cb=20180819044341
Chesskippa,398.0,278.0,,,Chesskippa the Hanger-on,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/96/Chesskippa_Portrait.png/revision/latest?cb=20200426065001
Chess,131.0,78.0,"Bliking Pirates (disbanded), Drum Kingdom (former)",Grand Line ,,194.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f3/Chess_Portrait.png/revision/latest?cb=20200122092338
Charlotte Wafers,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3f/Charlotte_Wafers_Portrait.png/revision/latest?cb=20171015213335
Charlotte Wiro,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/00/Charlotte_Wiro_Portrait.png/revision/latest?cb=20190806024517
Charlotte Tablet,862.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/40/Charlotte_Tablet_Portrait.png/revision/latest?cb=20190806090542
Charlotte Zuccotto,862.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9d/Charlotte_Zuccotto_Portrait.png/revision/latest?cb=20190713094441
Charlotte Yuen,894.0,869.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6b/Charlotte_Yuen_Portrait.png/revision/latest?cb=20190904072634
Charlotte Saint-Marc,862.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b6/Charlotte_Saint-Marc_Portrait.png/revision/latest?cb=20190806091050
Charlotte Smoothie,846.0,812.0,Charlotte Family,Grand Line ,,464.0,932000000,Shibo Shibo no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/0/0b/Charlotte_Smoothie_Portrait.png/revision/latest?cb=20180706032130
Charlotte Snack,894.0,798.0,Charlotte Family,,,,600000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7a/Charlotte_Snack_Portrait.png/revision/latest?cb=20190211023313
Charlotte Raisin,845.0,809.0,Charlotte Family,,,,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/f/f8/Charlotte_Raisin_Portrait.png/revision/latest?cb=20190204081959
Charlotte Pudding,651.0,571.0,Charlotte Family,Grand Line ,,166.0,0,Memo Memo no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/55/Charlotte_Pudding_Portrait.png/revision/latest?cb=20191120045236
Charlotte Prim,896.0,871.0,Charlotte Family,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/63/Charlotte_Prim_Portrait.png/revision/latest?cb=20190725120435
Charlotte Praline,830.0,790.0,Sun Pirates,Grand Line ,,800.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d8/Charlotte_Praline_Portrait.png/revision/latest?cb=20190204133637
Charlotte Poire,860.0,830.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/85/Charlotte_Poire_Portrait.png/revision/latest?cb=20190210154752
Charlotte Perospero,834.0,795.0,Charlotte Family,Grand Line ,,333.0,700000000,Pero Pero no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/e/ec/Charlotte_Perospero_Portrait.png/revision/latest?cb=20190806001050
Charlotte Panna,897.0,,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/04/Charlotte_Panna_Portrait.png/revision/latest?cb=20190725120304
Charlotte Normande,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/af/Charlotte_Normande_Portrait.png/revision/latest?cb=20181111234144
Charlotte Oven,861.0,827.0,Charlotte Family,Grand Line ,,492.0,300000000,Netsu Netsu no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/e/e1/Charlotte_Oven_Portrait.png/revision/latest?cb=20181121043623
Charlotte Opera,829.0,789.0,Charlotte Family,,,,0,Kuri Kuri no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/cc/Charlotte_Opera_Portrait.png/revision/latest?cb=20190806031729
Charlotte Nusstorte,854.0,822.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a9/Charlotte_Nusstorte_Portrait.png/revision/latest?cb=20190713091408
Charlotte Nougat,894.0,869.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/96/Charlotte_Nougat_Portrait.png/revision/latest?cb=20190210134816
Charlotte Noisette,862.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d2/Charlotte_Noisette_Portrait.png/revision/latest?cb=20180706021927
Charlotte Mozart,862.0,831.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/25/Charlotte_Mozart_Portrait.png/revision/latest?cb=20190806084419
Charlotte Myukuru,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/35/Charlotte_Myukuru_Portrait.png/revision/latest?cb=20171225174350
Charlotte Moscato,829.0,788.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d9/Charlotte_Moscato_Portrait.png/revision/latest?cb=20180630232212
Charlotte Montb,897.0,873.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/da/Charlotte_Montb_Portrait.png/revision/latest?cb=20190125041015
Charlotte Mont-d'Or,829.0,789.0,Charlotte Family,Grand Line ,Scribe,260.0,120000000,Buku Buku no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/31/Charlotte_Mont-d%27Or_Portrait.png/revision/latest?cb=20190713094209
Charlotte Mondée,854.0,822.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a0/Charlotte_Mond%C3%A9e_Portrait.png/revision/latest?cb=20190101203257
Charlotte Mobile,862.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/10/Charlotte_Mobile_Portrait.png/revision/latest?cb=20190813021856
Charlotte Mash,865.0,831.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2e/Charlotte_Mash_Portrait.png/revision/latest?cb=20200210232329
Charlotte Melise,854.0,,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d6/Charlotte_Melise_Portrait.png/revision/latest?cb=20200425221741
Charlotte Marnier,861.0,834.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/9c/Charlotte_Marnier_Portrait.png/revision/latest?cb=20190226111758
Charlotte Marble,894.0,869.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/06/Charlotte_Marble_Portrait.png/revision/latest?cb=20190807022017
Charlotte Mascarpone,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/32/Charlotte_Mascarpone_Portrait.png/revision/latest?cb=20180703073658
Charlotte Laurin,864.0,834.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8f/Charlotte_Laurin_Portrait.png/revision/latest?cb=20190806084453
Charlotte Kanten,862.0,839.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/04/Charlotte_Kanten_Portrait.png/revision/latest?cb=20190806084600
Charlotte Linlin,651.0,571.0,Big Mom Pirates,Grand Line,"O-Lin,Big Mom",880.0,4388000000,Soru Soru no Mi,Paramecia,True,True,True,https://static.wikia.nocookie.net/onepiece/images/d/d7/Charlotte_Linlin_Portrait.png/revision/latest?cb=20190806001305
Charlotte Joscarpone,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/06/Charlotte_Joscarpone_Portrait.png/revision/latest?cb=20180707102345
Charlotte Kato,854.0,822.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e1/Charlotte_Kato_Portrait.png/revision/latest?cb=20181228063223
Charlotte Maple,897.0,,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d7/Charlotte_Maple_Portrait.png/revision/latest?cb=20200425221747
Charlotte Katakuri,860.0,825.0,Charlotte Family,Grand Line ,,509.0,1057000000,Mochi Mochi no Mi,Paramecia,True,True,True,https://static.wikia.nocookie.net/onepiece/images/1/19/Charlotte_Katakuri_Portrait.png/revision/latest?cb=20220408153142
Charlotte Lola,476.0,370.0,Rolling Pirates,Grand Line ,Marriage Proposal Lola,215.0,24000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/eb/Charlotte_Lola_Portrait.png/revision/latest?cb=20200426064726
Charlotte Gala,,,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/43/Charlotte_Gala_Portrait.png/revision/latest?cb=20200121103634
Charlotte Hachée,871.0,,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fe/Charlotte_Hach%C3%A9e_Portrait.png/revision/latest?cb=20200425221736
Charlotte Joconde,894.0,869.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/eb/Charlotte_Joconde_Portrait.png/revision/latest?cb=20190120035655
Charlotte Galette,829.0,789.0,Charlotte Family,,,,0,Bata Bata no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/48/Charlotte_Galette_Portrait.png/revision/latest?cb=20200223060917
Charlotte Effilée,864.0,831.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f4/Charlotte_Effil%C3%A9e_Portrait.png/revision/latest?cb=20181028095806
Charlotte High-Fat,862.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/95/Charlotte_High-Fat_Portrait.png/revision/latest?cb=20180722041546
Charlotte Flampe,891.0,865.0,Charlotte Family,Grand Line ,,170.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/25/Charlotte_Flampe_Portrait.png/revision/latest?cb=20181216025858
Charlotte Dosmarche,861.0,832.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4e/Charlotte_Dosmarche_Portrait.png/revision/latest?cb=20190806084336
Charlotte De-Chat,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8a/Charlotte_De-Chat_Portrait.png/revision/latest?cb=20190813061937
Charlotte Dolce and Dragée,845.0,809.0,Charlotte Family,,,,0,,,False,False,False,
Charlotte Daifuku,861.0,826.0,Charlotte Family,Grand Line ,,489.0,300000000,Hoya Hoya no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/d/d7/Charlotte_Daifuku_Portrait.png/revision/latest?cb=20200314083056
Charlotte Compote,860.0,830.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/09/Charlotte_Compote_Portrait.png/revision/latest?cb=20190101203424
Charlotte Dacquoise,854.0,822.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b4/Charlotte_Dacquoise_Portrait.png/revision/latest?cb=20190806083805
Charlotte Custard,862.0,831.0,Charlotte Family,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/85/Charlotte_Custard_Portrait.png/revision/latest?cb=20190806003947
Charlotte Compo,864.0,834.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0d/Charlotte_Compo_Portrait.png/revision/latest?cb=20181228064333
Charlotte Counter,845.0,809.0,Charlotte Family,,,,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/f/fd/Charlotte_Counter_Portrait.png/revision/latest?cb=20190806032431
Charlotte Cornstarch,865.0,841.0,Charlotte Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4b/Charlotte_Cornstarch_Portrait.png/revision/latest?cb=20190516190749
Charlotte Cracker,835.0,796.0,Charlotte Family,Grand Line ,Thousand Arms Cracker,307.0,860000000,Bisu Bisu no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/b/be/Charlotte_Cracker_Portrait.png/revision/latest?cb=20200506092750
Charlotte Citron,861.0,833.0,Charlotte Family,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/82/Charlotte_Citron_Portrait.png/revision/latest?cb=20190808091511
